,1_risk_safety_health,2_sustainability_rights_climate,3_board_directors_remuneration,4_water_waste_impairment,5_emissions_scope_energy,8_tax_taxes_group,9_mobility_transport_sustainable,10_green_bond_green bond,11_circular_circular economy_economy,12_digital_transformation_digital transformation,13_disabilities_people_accessibility,17_leave_maternity_paternity,18_noise_noise pollution_pollution,ind,name,year
23,0.04132973944294699,0.039532794249775384,0.039532794249775384,0.0071877807726864335,0.0008984725965858042,0.0008984725965858042,0.0,0.005390835579514825,0.0008984725965858042,0.004492362982929021,0.0,0.0,0.0071877807726864335,23,unipolsai,2018
24,0.04263959390862944,0.03654822335025381,0.0416243654822335,0.0040609137055837565,0.0010152284263959391,0.0010152284263959391,0.0,0.005076142131979695,0.0,0.003045685279187817,0.0,0.0,0.007106598984771574,24,unipolsai,2017
25,0.009468599033816425,0.05603864734299517,0.011014492753623189,0.004830917874396135,0.0011594202898550724,0.0,0.0,0.022028985507246378,0.0001932367149758454,0.0,0.0001932367149758454,0.0001932367149758454,0.000966183574879227,25,pirelli,2017
26,0.01048359824146094,0.07879607710517417,0.020629015894487658,0.0038890767669935745,0.00033818058843422386,0.0,0.00033818058843422386,0.02012174501183632,0.0,0.00016909029421711193,0.0,0.0,0.0013527223537368955,26,pirelli,2020
27,0.015537915892585711,0.0702584022969093,0.016720148623543322,0.005235602094240838,0.00016889039013680122,0.00016889039013680122,0.00016889039013680122,0.017395710184090526,0.00016889039013680122,0.0,0.0,0.0,0.001520013511231211,27,pirelli,2021
28,0.009533898305084746,0.08350988700564972,0.012711864406779662,0.003707627118644068,0.0,0.00017655367231638418,0.00017655367231638418,0.019067796610169493,0.00017655367231638418,0.0,0.0,0.0,0.0007062146892655367,28,pirelli,2019
29,0.009691800736576855,0.06435355689087033,0.010273308780771467,0.004845900368288428,0.0003876720294630742,0.0,0.0,0.019965109517348322,0.0001938360147315371,0.0001938360147315371,0.0005815080441946114,0.0,0.0011630160883892228,29,pirelli,2018
30,0.035781544256120526,0.019585687382297552,0.0327683615819209,0.004519774011299435,0.0022598870056497176,0.003766478342749529,0.004896421845574388,0.004519774011299435,0.0018832391713747645,0.0030131826741996233,0.0,0.0,0.0018832391713747645,30,intesa,2018
31,0.03682099890630696,0.02041560335399198,0.031717098067808966,0.004739336492890996,0.0018228217280349982,0.005468465184104995,0.005468465184104995,0.005833029529711994,0.0018228217280349982,0.0025519504192489974,0.0,0.0007291286912139992,0.0018228217280349982,31,intesa,2019
32,0.0432,0.015733333333333332,0.034133333333333335,0.004266666666666667,0.0048,0.008,0.005866666666666667,0.004,0.0010666666666666667,0.0026666666666666666,0.0,0.0002666666666666667,0.0013333333333333333,32,intesa,2021
33,0.03291581706961841,0.019807748325080105,0.043693562481794346,0.003495484998543548,0.0029129041654529565,0.005825808330905913,0.0052432274978153216,0.005825808330905913,0.000873871249635887,0.00203903291581707,0.0,0.00029129041654529564,0.000873871249635887,33,intesa,2020
34,0.03543307086614173,0.02608267716535433,0.0359251968503937,0.005905511811023622,0.000984251968503937,0.003937007874015748,0.002952755905511811,0.0054133858267716535,0.0014763779527559055,0.003937007874015748,0.0,0.0,0.0024606299212598425,34,intesa,2017
35,0.05813953488372093,0.023255813953488372,0.03488372093023256,0.023255813953488372,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,35,mediobanca,2018
36,0.02686817800167926,0.028547439126784216,0.054575986565911,0.011754827875734676,0.0,0.0025188916876574307,0.0,0.006717044500419815,0.0008396305625524769,0.0016792611251049538,0.0,0.0,0.0,36,mediobanca,2019
37,0.052083333333333336,0.0,0.010416666666666666,0.041666666666666664,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,37,mediobanca,2021
38,0.024509803921568627,0.023809523809523808,0.047619047619047616,0.0070028011204481795,0.0,0.004201680672268907,0.0,0.011204481792717087,0.0014005602240896359,0.0021008403361344537,0.0,0.0,0.0007002801120448179,38,mediobanca,2020
39,0.012195121951219513,0.036585365853658534,0.024390243902439025,0.012195121951219513,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,39,mediobanca,2017
40,0.03454384410983171,0.010628875110717449,0.03100088573959256,0.011514614703277236,0.0,0.0,0.0,0.02037201062887511,0.002657218777679362,0.0008857395925597874,0.0,0.008857395925597875,0.0,40,moncler,2017
41,0.030303030303030304,0.008658008658008658,0.03710575139146568,0.010513296227581941,0.004329004329004329,0.0,0.0006184291898577613,0.027829313543599257,0.0012368583797155227,0.0,0.0,0.00927643784786642,0.0012368583797155227,41,moncler,2020
42,0.042105263157894736,0.012531328320802004,0.040100250626566414,0.007017543859649123,0.0020050125313283208,0.0,0.0,0.03759398496240601,0.0015037593984962407,0.0005012531328320802,0.0,0.007017543859649123,0.002506265664160401,42,moncler,2021
43,0.025065963060686015,0.014511873350923483,0.029023746701846966,0.0079155672823219,0.00395778364116095,0.0,0.001978891820580475,0.025725593667546173,0.001978891820580475,0.0,0.0,0.009234828496042216,0.0,43,moncler,2019
44,0.0338855421686747,0.01581325301204819,0.02786144578313253,0.008283132530120483,0.0030120481927710845,0.0,0.0,0.030873493975903613,0.002259036144578313,0.0,0.0,0.009036144578313253,0.0,44,moncler,2018
45,0.0390625,0.018880208333333332,0.044270833333333336,0.012369791666666666,0.0006510416666666666,0.0,0.0,0.020833333333333332,0.0,0.0006510416666666666,0.0,0.00390625,0.0006510416666666666,45,prysmian,2017
46,0.029559397657557166,0.02509760178471835,0.046848856664807585,0.007808142777467931,0.0011154489682097045,0.0,0.0,0.013943112102621304,0.0,0.0,0.0,0.004461795872838818,0.0,46,prysmian,2019
47,0.03186968838526912,0.026203966005665724,0.04178470254957507,0.007790368271954674,0.0,0.0,0.0,0.009915014164305949,0.0,0.0,0.0,0.0035410764872521247,0.000708215297450425,47,prysmian,2018
48,0.03248646397334444,0.018325697625989172,0.044981257809246146,0.0058309037900874635,0.0012494793835901709,0.0,0.0,0.01665972511453561,0.00041649312786339027,0.0,0.0,0.004164931278633903,0.0012494793835901709,48,prysmian,2020
49,0.04745470232959448,0.015962036238136326,0.05176876617773943,0.0090595340811044,0.0004314063848144953,0.0,0.0,0.02200172562553926,0.0004314063848144953,0.0,0.0,0.003451251078515962,0.0004314063848144953,49,prysmian,2021
50,0.03861907548273844,0.008484493856056173,0.016968987712112346,0.007899356348741955,0.0008777062609713282,0.00497366881217086,0.006436512580456407,0.018139262726740785,0.001462843768285547,0.0011702750146284377,0.0,0.0,0.0002925687536571094,50,enel,2018
51,0.044780145670353384,0.009711356892365795,0.027785271108713244,0.017264634475316967,0.001348799568384138,0.0037766387914755866,0.005395198273536552,0.017534394388993794,0.0016185594820609657,0.0008092797410304828,0.0,0.0008092797410304828,0.0,51,enel,2019
52,0.06102253985706432,0.004581271761040865,0.028587135788894998,0.014660069635330768,0.000916254352208173,0.0038482682792743265,0.006413780465457211,0.015209822246655671,0.001832508704416346,0.002748763056624519,0.0007330034817665384,0.0010995052226498076,0.000916254352208173,52,enel,2021
53,0.037719855901674086,0.0042381860563678745,0.023521932612841703,0.00911210002119093,0.0004238186056367875,0.0027548209366391185,0.008264462809917356,0.012714558169103624,0.0006357279084551812,0.0029667302394575123,0.0,0.0,0.00021190930281839374,53,enel,2020
54,0.03016726403823178,0.008960573476702509,0.019115890083632018,0.007765830346475508,0.002090800477897252,0.0035842293906810036,0.0035842293906810036,0.010752688172043012,0.0005973715651135006,0.0005973715651135006,0.0,0.0005973715651135006,0.0008960573476702509,54,enel,2017
55,0.008203677510608205,0.03762376237623762,0.018104667609618104,0.002263083451202263,0.0,0.0,0.0,0.012446958981612447,0.0,0.0,0.0014144271570014145,0.0,0.002828854314002829,55,atlantia,2020
56,0.013868397757450576,0.05989967542047802,0.02095013278253172,0.004426084390675715,0.0005901445854234287,0.0,0.0,0.01416347005016229,0.00029507229271171436,0.0,0.0017704337562702863,0.00029507229271171436,0.01416347005016229,56,atlantia,2021
57,0.018050541516245487,0.033393501805054154,0.027978339350180504,0.009927797833935019,0.0,0.0,0.0,0.026173285198555957,0.0009025270758122744,0.0,0.01444043321299639,0.0,0.004512635379061372,57,atlantia,2019
58,0.01533494753833737,0.02986279257465698,0.03551251008878128,0.002421307506053269,0.0,0.0,0.0,0.01533494753833737,0.0,0.0,0.010492332526230832,0.0,0.002421307506053269,58,atlantia,2018
59,0.018253968253968255,0.03015873015873016,0.034126984126984124,0.00873015873015873,0.0,0.0,0.0,0.013492063492063493,0.0,0.0,0.009523809523809525,0.0,0.0,59,atlantia,2017
60,0.02,0.01769230769230769,0.023076923076923078,0.0007692307692307692,0.0,0.0,0.0,0.09153846153846154,0.0,0.0,0.0,0.0,0.0,60,campari,2019
61,0.012115563839701771,0.0130475302889096,0.017707362534948742,0.0,0.0,0.0,0.0009319664492078285,0.08480894687791239,0.0,0.0,0.0009319664492078285,0.0,0.0,61,campari,2018
62,0.017543859649122806,0.012865497076023392,0.05263157894736842,0.0005847953216374269,0.0,0.0,0.0,0.08187134502923976,0.0005847953216374269,0.0,0.0,0.0,0.0,62,campari,2020
63,0.025081281932187643,0.016256386437529028,0.035764050162563864,0.0013934045517882026,0.0,0.0,0.0,0.09614491407338598,0.00046446818392940084,0.0,0.0,0.0009289363678588017,0.0,63,campari,2021
64,0.02513227513227513,0.01455026455026455,0.017195767195767195,0.0013227513227513227,0.0,0.0,0.0,0.06349206349206349,0.0,0.0,0.0,0.0,0.0,64,campari,2017
65,0.08172231985940245,0.008787346221441126,0.06502636203866433,0.019332161687170474,0.0,0.0,0.0035149384885764497,0.021968365553602813,0.0017574692442882249,0.0,0.0,0.0,0.0,65,eni,2020
66,0.03984819734345351,0.013282732447817837,0.011385199240986717,0.036053130929791274,0.0,0.0,0.0,0.024667931688804556,0.0028462998102466793,0.0009487666034155598,0.0,0.0009487666034155598,0.0,66,eni,2021
67,0.041112454655380895,0.0024183796856106408,0.026602176541717048,0.0024183796856106408,0.0,0.0,0.013301088270858524,0.06650544135429262,0.0012091898428053204,0.0,0.0,0.0,0.0,67,eni,2019
68,0.08865248226950355,0.004728132387706856,0.031914893617021274,0.002364066193853428,0.001182033096926714,0.0,0.002364066193853428,0.02955082742316785,0.0,0.0,0.0,0.0,0.0,68,eni,2018
69,0.06934306569343066,0.0072992700729927005,0.0340632603406326,0.0036496350364963502,0.0012165450121654502,0.0,0.0,0.015815085158150853,0.0024330900243309003,0.0,0.0,0.0,0.0,69,eni,2017
70,0.005126452494873548,0.02323991797676008,0.02734107997265892,0.0003417634996582365,0.0003417634996582365,0.0003417634996582365,0.0,0.012987012987012988,0.0,0.000683526999316473,0.0,0.0,0.0,70,generali,2017
71,0.020833333333333332,0.006628787878787879,0.013257575757575758,0.000946969696969697,0.000946969696969697,0.001893939393939394,0.0,0.000946969696969697,0.0,0.000946969696969697,0.0,0.0,0.0,71,generali,2018
72,0.02142857142857143,0.011904761904761904,0.016666666666666666,0.0007936507936507937,0.005555555555555556,0.005555555555555556,0.0,0.002380952380952381,0.0,0.0015873015873015873,0.0,0.0,0.0,72,generali,2019
73,0.03177966101694915,0.019491525423728815,0.03347457627118644,0.0038135593220338985,0.004661016949152543,0.009322033898305085,0.0,0.000847457627118644,0.0,0.000847457627118644,0.0,0.0,0.0,73,generali,2021
74,0.02695269526952695,0.013751375137513752,0.052255225522552254,0.0016501650165016502,0.005500550055005501,0.009900990099009901,0.0,0.0011001100110011,0.0,0.00055005500550055,0.0,0.0,0.00055005500550055,74,generali,2020
75,0.02190395956192081,0.015164279696714406,0.02106149957877001,0.012636899747262006,0.0,0.0,0.0,0.05644481887110362,0.0008424599831508003,0.0016849199663016006,0.0,0.0008424599831508003,0.002527379949452401,75,stm,2017
76,0.0246422893481717,0.01589825119236884,0.016693163751987282,0.017488076311605722,0.0,0.0,0.0,0.05087440381558029,0.000794912559618442,0.0047694753577106515,0.0,0.0,0.0023847376788553257,76,stm,2019
77,0.022562449637389202,0.016116035455278,0.014504431909750202,0.0136986301369863,0.0016116035455278,0.0,0.0,0.045124899274778404,0.0,0.0024174053182917004,0.0008058017727639,0.0,0.0024174053182917004,77,stm,2018
78,0.027929155313351498,0.013623978201634877,0.035422343324250684,0.011580381471389645,0.0006811989100817438,0.0,0.0,0.04427792915531335,0.0,0.0013623978201634877,0.0,0.0006811989100817438,0.0006811989100817438,78,stm,2020
79,0.028925619834710745,0.011216056670602124,0.024203069657615112,0.009445100354191263,0.0005903187721369539,0.0,0.0,0.04604486422668241,0.0,0.0,0.0005903187721369539,0.0011806375442739079,0.0,79,stm,2021
80,0.04540420819490587,0.012181616832779624,0.015503875968992248,0.05094130675526024,0.0,0.0,0.0,0.007751937984496124,0.0,0.0011074197120708748,0.0011074197120708748,0.0011074197120708748,0.0011074197120708748,80,snam,2017
81,0.034454470877768664,0.01804757998359311,0.008203445447087777,0.09598031173092698,0.0,0.0,0.0,0.007383100902378999,0.0016406890894175555,0.0008203445447087777,0.0,0.0008203445447087777,0.0,81,snam,2019
82,0.05,0.019090909090909092,0.014545454545454545,0.04,0.0009090909090909091,0.005454545454545455,0.0,0.00909090909090909,0.0009090909090909091,0.0,0.0009090909090909091,0.0,0.0018181818181818182,82,snam,2018
83,0.0661715057393653,0.01688048615800135,0.02160702228224173,0.04051316677920324,0.0006752194463200541,0.0006752194463200541,0.0,0.004726536124240378,0.0013504388926401081,0.0,0.0,0.0,0.0006752194463200541,83,snam,2020
84,0.043346337234503686,0.013003901170351105,0.024273948851322065,0.07282184655396619,0.0,0.0017338534893801473,0.0,0.00953619419159081,0.0013003901170351106,0.0,0.0,0.00043346337234503684,0.002600780234070221,84,snam,2021
85,0.018800813008130083,0.013211382113821139,0.06046747967479675,0.009146341463414634,0.004573170731707317,0.0,0.0,0.011178861788617886,0.004573170731707317,0.006097560975609756,0.0,0.0010162601626016261,0.011686991869918699,85,poste,2017
86,0.04811715481171548,0.0010460251046025104,0.04811715481171548,0.0041841004184100415,0.0041841004184100415,0.0010460251046025104,0.0,0.014644351464435146,0.0,0.005230125523012552,0.0,0.0,0.0,86,poste,2021
